,Company_Name,Rating,Reviews,Company_Type,Location_Info
3224,Gufic Biosciences,3.2,(333),Pharma,Mumbai +36 other locations
3225,Reliance Securities,3.7,(333),Financial Services,Mumbai +53 other locations
3226,Bain & Company,3.8,(332),Management Consulting,Gurgaon / Gurugram +7 other locations
3227,Cygnet Infotech,3.4,(332),IT Services & Consulting,Ahmedabad +13 other locations
3228,Halliburton,3.6,(332),Engineering & Construction,Bangalore / Bengaluru +26 other locations
3229,Light Microfinance,4.0,(332),NBFC,Ahmedabad +115 other locations
3230,Statusneo,3.8,(333),IT Services & Consulting,Gurgaon / Gurugram +19 other locations
3231,Ultra Corpotech,4.0,(332),Industrial Machinery,Pune +5 other locations
3232,Worldline,3.7,(332),FinTech,Mumbai +16 other locations
3233,JSW One Platforms,2.9,(332),Internet,Mumbai +39 other locations
3234,RSM US in India,3.5,(332),Management Consulting,Gurgaon / Gurugram +14 other locations
3235,Muthoot Capital Services,3.6,(332),Financial Services,Kochi +96 other locations
3236,"Ministry Of Health, New Delhi",3.9,(332),Healthcare,New Delhi +47 other locations
3237,Vem Technologies,3.7,(332),Defence & Aerospace,Hyderabad / Secunderabad +4 other locations
3238,SMC Corporation,3.8,(332),Medical Equipment,Noida +46 other locations
3239,Cox & Kings,3.1,(331),Travel & Tourism,Mumbai +48 other locations
3240,Kalyani Motors,3.3,(331),Automobile,Bangalore / Bengaluru +11 other locations
3241,Adama,4.1,(331),Agro Chemicals,Hyderabad / Secunderabad +68 other locations
3242,Bal Pharma,3.3,(332),Pharma,Bangalore / Bengaluru +21 other locations
3243,Unique Identification Authority of India,3.8,(331),IT Services & Consulting,New Delhi +91 other locations
3244,Red Health,3.5,(332),Healthcare,Hyderabad / Secunderabad +29 other locations
3245,Valvoline Cummins,4.0,(331),Auto Components,Gurgaon / Gurugram +57 other locations
3246,Sequel Logistics,4.1,(331),Logistics,Bangalore / Bengaluru +47 other locations
3247,Coding Ninjas,3.7,(332),EdTech,Gurgaon / Gurugram +11 other locations
3248,Stellar Value Chain Solutions,3.7,(331),Logistics,Mumbai +39 other locations
3249,Rithwik Projects,3.9,(330),Engineering & Construction,Hyderabad / Secunderabad +56 other locations
3250,Park Plus,2.8,(341),Internet,Gurgaon / Gurugram +36 other locations
3251,Minda Kosei Aluminum Wheel,4.1,(332),Auto Components,Ahmedabad +15 other locations
3252,Sub-K IMPACT Solutions,4.2,(330),Financial Services,Hyderabad / Secunderabad +111 other locations
3253,Ceat Specialty Tyres,3.8,(330),Auto Components,Mumbai +37 other locations
3254,Kimberly-Clark,4.0,(330),Beauty & Personal Care,Bangalore / Bengaluru +56 other locations
3255,MJ Biopharm,3.5,(329),Pharma,Pune +9 other locations
3256,Pitaara,4.2,(333),Food Processing,Pune +66 other locations
3257,CapeStart,4.5,(339),IT Services & Consulting,Nagercoil +3 other locations
3258,InfodriveIndia,4.1,(330),Other,New Delhi +4 other locations
3259,Silverlink Technologies,4.0,(329),IT Services & Consulting,Mumbai +16 other locations
3260,Aeronautical Development Agency,4.2,(329),Defence & Aerospace,Bangalore / Bengaluru +9 other locations
3261,Lloyd Insulations,3.5,(329),Industrial Machinery,New Delhi +42 other locations
3262,Global Aluminium,3.8,(333),Metals & Mining,Hyderabad / Secunderabad +17 other locations
3263,Network 18,3.5,(329),Media & Entertainment,Mumbai +29 other locations
3264,ESAF CO-OPERATIVE,3.5,(329),Financial Services,Thrissur +131 other locations
3265,Festo,3.8,(329),Industrial Automation,Bangalore / Bengaluru +22 other locations
3266,You Broadband,3.8,(328),Telecom,Pune +31 other locations
3267,Vasan Eye Care Hospitals,3.8,(329),Healthcare,Chennai +73 other locations
3268,MTR Foods,3.9,(329),FMCG,Bangalore / Bengaluru +46 other locations
3269,Advanced Micro Devices,3.7,(329),Semiconductors,Hyderabad / Secunderabad +15 other locations
3270,SOTC Travel Limited,4.1,(329),Travel & Tourism,Mumbai +33 other locations
3271,Maharashtra Hybrid Seed Company,4.1,(329),Agriculture,Aurangabad +72 other locations
3272,Zebronics,3.8,(329),Consumer Electronics & Appliances,Chennai +42 other locations
3273,Peel-works,3.6,(328),Software Product,Bangalore / Bengaluru +26 other locations
3274,Polyhose,3.6,(328),Industrial Machinery,Chennai +18 other locations
3275,Signode,3.7,(328),,
3276,Plasser India,4.0,(328),Industrial Machinery,Vadodara +12 other locations
3277,Paperchase Accountancy,3.0,(328),Accounting & Auditing,Ahmedabad +8 other locations
3278,Phenom,3.6,(330),Software Product,Hyderabad / Secunderabad +3 other locations
3279,HL Mando,4.0,(329),Auto Components,Chennai +20 other locations
3280,L&T–MHI Power Boilers,3.9,(329),Industrial Machinery,Surat +21 other locations
3281,Campus Activewear,4.1,(328),Fashion & Textile,New Delhi +46 other locations
3282,Adani Electricity,3.5,(344),Power,Mumbai +37 other locations
3283,Zet Town,3.3,(328),Electronics Manufacturing,Noida +8 other locations
3284,Kuwait National Petroleum Company,4.4,(327),Oil & Gas,Kuwait City +19 other locations
3285,Oil India,4.3,(327),Oil & Gas,Duliajan +46 other locations
3286,Satguru Travels and Tour Services,2.8,(327),Travel & Tourism,Pune +38 other locations
3287,Dentsu Aegis Network,3.2,(327),Marketing & Advertising,Bangalore / Bengaluru +14 other locations
3288,Polyplastics Industries (I),3.8,(324),Auto Components,Pune +16 other locations
3289,Avantor,3.7,(328),Biotechnology,Coimbatore +26 other locations
3290,GTPL-KCBPL,3.9,(327),Telecom,Kolkata +34 other locations
3291,Entab Infotech,3.2,(326),EdTech,New Delhi +14 other locations
3292,Selec Controls,3.6,(325),Electronics Manufacturing,Mumbai +21 other locations
3293,Glorious Insight,3.6,(326),IT Services & Consulting,Noida +6 other locations
3294,Telecom Network Solutions,4.0,(326),Telecom,Noida +53 other locations
3295,AVL,3.6,(327),Automobile,Gurgaon / Gurugram +23 other locations
3296,IIT Bombay,4.4,(326),Education & Training,Mumbai +13 other locations
3297,Jaguar Security Services,4.5,(327),Law Enforcement & Security,Bangalore / Bengaluru +21 other locations
3298,ITM Group of Institutions,3.3,(325),Education & Training,Mumbai +34 other locations
3299,CareEdge Ratings,3.1,(325),Financial Services,Mumbai +20 other locations
3300,CareEdge Ratings,3.1,(325),Financial Services,Mumbai +20 other locations
3301,Trane Technologies,4.0,(325),Industrial Machinery,Bangalore / Bengaluru +15 other locations
3302,Lloyds Metals And Energy,3.8,(325),Metals & Mining,Chandrapur +14 other locations
3303,CKA Birla Group,4.1,(325),Building Material,Hyderabad / Secunderabad +56 other locations
3304,Labcorp,4.0,(325),Clinical Research,Bangalore / Bengaluru +11 other locations
3305,Siti Networks,4.0,(324),Media & Entertainment,Noida +52 other locations
3306,SOPAN,4.0,(326),Industrial Machinery,Pune +41 other locations
3307,DSV - Global Transport and Logistics,3.7,(324),Logistics,Mumbai +36 other locations
3308,Victora Tool Engineers,3.7,(324),Auto Components,Faridabad +16 other locations
3309,BLS International Services,3.5,(325),Travel & Tourism,New Delhi +51 other locations
3310,Hyundai Construction Equipment,4.4,(324),Industrial Machinery,Pune +39 other locations
3311,VIKRAN Engineering & Exim,4.1,(324),Engineering & Construction,Mumbai +65 other locations
3312,Walplast Products,4.0,(324),Engineering & Construction,Mumbai +60 other locations
3313,Rajsriya Automotive Industries,3.1,(324),Auto Components,Hosur +13 other locations
3314,Intelizign Lifecycle Services,3.4,(324),IT Services & Consulting,Pune +6 other locations
3315,Sundaram Auto Components,4.0,(324),Auto Components,Hosur +18 other locations
3316,Sureti Insurance Marketing,3.2,(327),Insurance,Coimbatore +8 other locations
3317,convergys india services,3.5,(322),,
3318,Volvo Trucks,4.1,(323),Automobile,Bangalore / Bengaluru +34 other locations
3319,Allegis Global Solutions,3.3,(323),Recruitment,Bangalore / Bengaluru +11 other locations
3320,Allegis Global Solutions,3.3,(323),Recruitment,Bangalore / Bengaluru +11 other locations
3321,AVASOFT,2.7,(323),Software Product,Chennai +7 other locations
3322,Scaleneworks,3.5,(324),Recruitment,Bangalore / Bengaluru +32 other locations
3323,Adglobal360,3.3,(323),,
3324,UNITILE,4.7,(322),Building Material,Mumbai +15 other locations
3325,Harsha Engineers,3.8,(323),Auto Components,Ahmedabad +12 other locations
3326,Ace Designers,4.1,(323),Industrial Machinery,Bangalore / Bengaluru +14 other locations
3327,Brawn Group,3.7,(323),Pharma,Faridabad +14 other locations
3328,CityMall,3.3,(323),Internet,Gurgaon / Gurugram +23 other locations
3329,Machino Plastics,3.7,(323),Auto Components,Gurgaon / Gurugram +15 other locations
3330,TIBCO Software,3.7,(322),Software Product,Pune +7 other locations
3331,Banco Products,3.3,(323),Auto Components,Vadodara +19 other locations
3332,Zopper,3.1,(323),FinTech,Noida +44 other locations
3333,Pharmed,4.8,(322),Pharma,Bangalore / Bengaluru +47 other locations
3334,Dinshaws,3.8,(322),Food Processing,Nagpur +54 other locations
3335,Techno Electric & Engineering Company,4.0,(322),Engineering & Construction,Kolkata +54 other locations
3336,6D Technologies,3.0,(322),Telecom,Bangalore / Bengaluru +13 other locations
3337,Wonderla Holidays,4.2,(322),Media & Entertainment,Bangalore / Bengaluru +16 other locations
3338,VKC Group,3.8,(322),Fashion & Textile,Kozhikode +45 other locations
3339,Kubota Agricultural Machinery India,4.3,(322),Agriculture,Chennai +46 other locations
3340,Rushil Decor,4.1,(322),Building Material,Ahmedabad +34 other locations
3341,Peregrine Guarding,3.9,(322),Law Enforcement & Security,Gurgaon / Gurugram +49 other locations
3342,Learning Routes,4.5,(322),EdTech,Gurgaon / Gurugram +14 other locations
3343,Balrampur Chini Mills Limited,3.9,(321),Food Processing,Lucknow +24 other locations
3344,Boehringer-Ingelheim,3.9,(322),Pharma,Mumbai +55 other locations
3345,Kent plc,4.1,(322),Oil & Gas,Mumbai +29 other locations
3346,DCDC Kidney Care,4.1,(323),Healthcare,New Delhi +76 other locations
3347,Hindustan Urvarak & Rasayan,3.2,(322),Agro Chemicals,Gorakhpur +22 other locations
3348,Gyproc,4.0,(325),,
3349,InsanelyGood,4.1,(321),Internet,Bangalore / Bengaluru +25 other locations
3350,IFFCO Kisan Sanchar,3.5,(321),Agro Chemicals,New Delhi +72 other locations
3351,Tudip Technologies,2.8,(321),IT Services & Consulting,Pune +7 other locations
3352,Ven Consulting,3.2,(321),Recruitment,Bangalore / Bengaluru +55 other locations
3353,Lucas Indian Service,4.0,(321),Auto Components,Chennai +51 other locations
3354,Shree Renuka Sugars,4.0,(321),Food Processing,Belgaum +43 other locations
3355,Veolia Water Technologies,4.3,(321),Waste Management,Bangalore / Bengaluru +52 other locations
3356,Nitco,4.0,(321),Building Material,Mumbai +59 other locations
3357,Technosoft Engineering Projects Limited,3.9,(320),Industrial Automation,Mumbai +6 other locations
3358,Red Tape,3.2,(321),Fashion & Textile,New Delhi +67 other locations
3359,UNext,3.0,(322),EdTech,Bangalore / Bengaluru +13 other locations
3360,Hitech Digital Solutions,3.7,(321),IT Services & Consulting,Ahmedabad +18 other locations
3361,Nava Limited,3.8,(321),Metals & Mining,Hyderabad / Secunderabad +27 other locations
3362,MUFG Bank,3.5,(321),Banking,Bangalore / Bengaluru +12 other locations
3363,Mahindra Truck and Bus,3.7,(320),Automobile,Pune +64 other locations
3364,Fino Paytech,3.2,(320),FinTech,Mumbai +81 other locations
3365,Sundaram Motors,3.9,(320),Automobile,Chennai +43 other locations
3366,Telesonic Networks,3.8,(320),Telecom,Chennai +46 other locations
3367,Decimal Point Analytics,2.8,(320),Analytics & KPO,Mumbai +9 other locations
3368,Sheraton Hotels and Resorts,3.8,(321),Hospitality,Bangalore / Bengaluru +23 other locations
3369,ICRA Analytics,3.0,(321),Analytics & KPO,Kolkata +5 other locations
3370,Himadri Speciality Chemical Limited,3.6,(320),Chemicals,Kolkata +15 other locations
3371,KJS Cement,3.5,(320),Building Material,Maihar +43 other locations
3372,Robosoft Technologies,3.3,(320),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
3373,Telstra,4.0,(320),Telecom,Bangalore / Bengaluru +8 other locations
3374,Danske IT,3.6,(319),IT Services & Consulting,Bangalore / Bengaluru +2 other locations
3375,EqualizeRCM Services,3.9,(320),Analytics & KPO,Mysuru / Mysore +9 other locations
3376,Rainbow Childrens Hospital,3.7,(320),Healthcare,Hyderabad / Secunderabad +14 other locations
3377,WPP,3.0,(320),Marketing & Advertising,Mumbai +10 other locations
3378,GE Aerospace,4.1,(339),Defence & Aerospace,Pune +9 other locations
3379,Kpmg Resource Centre,3.4,(321),Accounting & Auditing,Gurgaon / Gurugram +12 other locations
3380,Springer Nature in India,4.0,(320),Analytics & KPO,Pune +4 other locations
3381,Cadence Design Systems,3.8,(320),Semiconductors,Noida +16 other locations
3382,Transact Global,4.7,(357),BPO,Bangalore / Bengaluru +2 other locations
3383,Taco Bell,4.1,(319),Hospitality,New Delhi +39 other locations
3384,Omax Autos,3.7,(319),Auto Components,Gurgaon / Gurugram +18 other locations
3385,Aptean,3.2,(319),Software Product,Bangalore / Bengaluru +6 other locations
3386,Louis Philippe,4.3,(319),Fashion & Textile,Bangalore / Bengaluru +76 other locations
3387,Dvara KGFS,3.7,(319),NBFC,Chennai +64 other locations
3388,VGM Consultants,3.3,(319),BPO,Kolkata +49 other locations
3389,GITAM University,3.7,(319),Education & Training,Visakhapatnam +11 other locations
3390,Mirza International,3.5,(318),Fashion & Textile,New Delhi +32 other locations
3391,Aabasoft,3.9,(318),IT Services & Consulting,Kochi +12 other locations
3392,Clarus Rcm Infotech,2.8,(318),BPO,Hyderabad / Secunderabad +14 other locations
3393,Highway Industries,4.0,(318),Engineering & Construction,Ludhiana +18 other locations
3394,Apisero,4.3,(318),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
3395,Fluentgrid,3.5,(318),IT Services & Consulting,Visakhapatnam +40 other locations
3396,Gi Group,3.7,(318),Recruitment,Mumbai +56 other locations
3397,ESAB,4.0,(318),Industrial Machinery,Chennai +26 other locations
3398,E-Solutions,3.5,(318),Recruitment,Noida +23 other locations
3399,Omnicom Media Group,3.1,(319),Marketing & Advertising,Bangalore / Bengaluru +12 other locations
3400,MDC Group of Companies,4.8,(317),Pharma,Mumbai +5 other locations
3401,Rio Tinto,3.5,(317),Metals & Mining,Gurgaon / Gurugram +12 other locations
3402,Global Calcium,3.2,(317),Pharma,Hosur +7 other locations
3403,Can Fin Homes,2.8,(318),NBFC,Bangalore / Bengaluru +82 other locations
3404,Compunnel,3.6,(317),IT Services & Consulting,Noida +15 other locations
3405,Merit Data and Technology,3.4,(317),Analytics & KPO,Chennai +6 other locations
3406,KLJ GROUP,3.3,(317),Petrochemicals,Bharuch +18 other locations
3407,Lincoln Pharmaceuticals,3.4,(317),Pharma,Ahmedabad +26 other locations
3408,Holisol Logistics,3.8,(317),Logistics,New Delhi +59 other locations
3409,Pps Motors,4.0,(316),Automobile,Hyderabad / Secunderabad +55 other locations
3410,Corizo,3.9,(317),Education & Training,Bangalore / Bengaluru +16 other locations
3411,Inventia Healthcare,4.0,(317),Pharma,Mumbai +10 other locations
3412,Novel Office,4.1,(317),Real Estate,Bangalore / Bengaluru +14 other locations
3413,Lernx,3.8,(317),,
3414,Haleon,3.5,(340),Pharma,Bangalore / Bengaluru +64 other locations
3415,MIOT INTERNATIONAL,3.3,(317),Healthcare,Chennai +9 other locations
3416,BIC Cello,4.0,(318),Other,Mumbai +52 other locations
3417,MobileComm Technologies India,3.8,(315),Telecom,Gurgaon / Gurugram +31 other locations
3418,Competent Software,3.5,(316),IT Services & Consulting,New Delhi +9 other locations
3419,Luxor Writing Instruments,3.4,(316),Other,Noida +40 other locations
3420,Swastika Investmart,3.8,(316),Investment Banking / Venture Capital / Private Equity,Indore +45 other locations
3421,Honda India Power Products,4.1,(316),Industrial Machinery,Greater Noida +29 other locations
3422,Groz Engineering Tools,4.1,(316),Industrial Machinery,Gurgaon / Gurugram +24 other locations
3423,Aujas Cybersecurity-NuSummit company,3.7,(316),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
3424,ETA Engineering,3.5,(316),Engineering & Construction,New Delhi +24 other locations
3425,Alkyl Amines,4.0,(316),Chemicals,Pune +14 other locations
3426,Katerra,3.5,(315),Engineering & Construction,Bangalore / Bengaluru +18 other locations
3427,VSoft Technologies,3.2,(316),FinTech,Hyderabad / Secunderabad +19 other locations
3428,Gammon Engineers And Contractors,4.0,(315),Engineering & Construction,Mumbai +40 other locations
